example_id,split,agreement_tier,dup_group
fpb:14dc1b58ccee0653,dev,75,fpb:14dc1b58ccee0653
fpb:14e0cdba359c2e35,train,50,fpb:14e0cdba359c2e35
fpb:14efdb8918205cc4,dev,all,fpb:14efdb8918205cc4
fpb:14f91c9e4d7e719d,test,75,fpb:14f91c9e4d7e719d
fpb:15025480bf68492d,train,50,fpb:15025480bf68492d
fpb:15076588bbadcb11,train,all,fpb:15076588bbadcb11
fpb:151072b7e5177b77,train,all,fpb:151072b7e5177b77
fpb:1515e5fbdc577fda,train,all,fpb:1515e5fbdc577fda
fpb:1543ab9626bb36d5,train,75,fpb:1543ab9626bb36d5
fpb:155fbec3443d929a,train,all,fpb:155fbec3443d929a
fpb:156010cb81ba395a,train,all,fpb:156010cb81ba395a
fpb:156378ff4086be84,train,all,fpb:156378ff4086be84
fpb:1571bf81518f4f15,train,75,fpb:1571bf81518f4f15
fpb:1576bdcc424bac80,train,all,fpb:1576bdcc424bac80
fpb:158d5c54a379053e,train,all,fpb:158d5c54a379053e
fpb:15927a8fdc87a5b9,train,all,fpb:15927a8fdc87a5b9
fpb:1593c1fbd286ff12,train,all,fpb:1593c1fbd286ff12
fpb:15965bc0c54a6a76,train,75,fpb:15965bc0c54a6a76
fpb:159928ef0802da41,train,66,fpb:159928ef0802da41
fpb:15a3ecff7a9dfd92,test,66,fpb:15a3ecff7a9dfd92
fpb:15a6259869d5e8d8,train,75,fpb:15a6259869d5e8d8
fpb:15ab7fb383e94671,train,75,fpb:15ab7fb383e94671
fpb:15b1c8a0d2e0af04,train,75,fpb:15b1c8a0d2e0af04
fpb:15d22068a17034f6,train,75,fpb:15d22068a17034f6
fpb:15d529fa0fad04de,train,50,fpb:15d529fa0fad04de
fpb:15e08eb139b74c79,test,66,fpb:15e08eb139b74c79
fpb:15e7bb59a91ffb0b,train,all,fpb:15e7bb59a91ffb0b
fpb:15ee037c2b1927d2,train,66,fpb:15ee037c2b1927d2
fpb:16129f7c4f9c7625,test,50,fpb:16129f7c4f9c7625
fpb:1612b4022361a863,train,75,fpb:1612b4022361a863
fpb:162bf2092650193e,train,all,fpb:162bf2092650193e
fpb:16380a6756c7f338,train,50,fpb:16380a6756c7f338
fpb:164131b94dfa5147,train,all,fpb:164131b94dfa5147
fpb:1676e202fcf689c0,train,all,fpb:1676e202fcf689c0
fpb:168ba5b92d407bf2,train,50,fpb:168ba5b92d407bf2
fpb:169384c9fa6fa79a,train,all,fpb:169384c9fa6fa79a
fpb:16ab2cbb5e0b65bd,train,all,fpb:16ab2cbb5e0b65bd
fpb:16ba31e7b064ecb1,test,all,fpb:16ba31e7b064ecb1
fpb:16c007429174ca23,test,all,fpb:16c007429174ca23
fpb:16c07c121d651833,train,all,fpb:16c07c121d651833
fpb:16c3dbad8d745112,train,all,fpb:16c3dbad8d745112
fpb:16c95aaf7f2b1d68,dev,75,fpb:16c95aaf7f2b1d68
fpb:16e04a73bbbb99f1,train,all,fpb:16e04a73bbbb99f1
fpb:16e688b23be15b53,train,all,fpb:16e688b23be15b53
fpb:16ea5cd2b2b64d15,train,66,fpb:16ea5cd2b2b64d15
fpb:16efda521968553b,train,all,fpb:16efda521968553b
fpb:16f040d64dc05065,train,all,fpb:16f040d64dc05065
fpb:16f8cac7ebe2fae9,train,66,fpb:16f8cac7ebe2fae9
fpb:170591bcf6fead54,train,all,fpb:170591bcf6fead54
fpb:170e002860d9df16,dev,66,fpb:170e002860d9df16
fpb:1717216c736573ba,train,66,fpb:1717216c736573ba
fpb:171bb52bb040c88d,train,75,fpb:171bb52bb040c88d
fpb:1728013c10e258b1,test,all,fpb:1728013c10e258b1
fpb:17470a4d35212ea8,train,all,fpb:17470a4d35212ea8
fpb:174b78230b62e465,train,all,fpb:174b78230b62e465
fpb:174e6ce71b1b8b50,train,all,fpb:174e6ce71b1b8b50
fpb:17626f4e652d5f87,train,all,fpb:17626f4e652d5f87
fpb:177225fd94f63699,test,66,fpb:177225fd94f63699
fpb:1779f333edc9a882,train,all,fpb:1779f333edc9a882
fpb:17bda517c9a88c5c,train,50,fpb:17bda517c9a88c5c
fpb:17d3792bd01fa632,train,66,fpb:17d3792bd01fa632
fpb:17daedd9be8c14e6,train,all,fpb:17daedd9be8c14e6
fpb:17e258bbb876e7f4,train,all,fpb:17e258bbb876e7f4
fpb:17e2bc83aa12f023,train,75,fpb:17e2bc83aa12f023
fpb:17eec275dc326a77,train,all,fpb:17eec275dc326a77
fpb:17f8edb29dd0acc8,train,66,fpb:17f8edb29dd0acc8
fpb:1805b2e920b4c288,dev,all,fpb:1805b2e920b4c288
fpb:181c8286afa3ef76,train,all,fpb:181c8286afa3ef76
fpb:1828d42f0d925a8d,train,66,fpb:1828d42f0d925a8d
fpb:182f4be16d791c89,train,66,fpb:182f4be16d791c89
fpb:1853c5d503b17823,train,all,fpb:1853c5d503b17823
fpb:185fd76923f8bf46,train,all,fpb:185fd76923f8bf46
fpb:186eb3f3094e3fb9,dev,50,fpb:186eb3f3094e3fb9
fpb:187e8099dff2d56a,train,all,fpb:187e8099dff2d56a
fpb:189bf9aeba7aab4e,train,all,fpb:189bf9aeba7aab4e
fpb:189e4b3f21ee8bd8,train,66,fpb:189e4b3f21ee8bd8
fpb:18af0c7396e46fe0,train,50,fpb:18af0c7396e46fe0
fpb:18b2be5fabae44bc,train,50,fpb:18b2be5fabae44bc
fpb:18b3b090f408fbd0,dev,66,fpb:18b3b090f408fbd0
fpb:18d8397d3aa50a69,train,all,fpb:18d8397d3aa50a69
fpb:18dfa8fa07983592,dev,all,fpb:18dfa8fa07983592
fpb:18f132cc7158be9a,train,75,fpb:18f132cc7158be9a
fpb:18f2ac44df836527,train,all,fpb:18f2ac44df836527
fpb:190aecc69864a9fc,dev,66,fpb:190aecc69864a9fc
fpb:191108409b69611b,dev,all,fpb:191108409b69611b
fpb:1914a11e22efa67a,test,all,fpb:1914a11e22efa67a
fpb:191c43b25498bfeb,test,all,fpb:191c43b25498bfeb
fpb:191dedf276540faa,train,75,fpb:191dedf276540faa
fpb:191fe55eee88ad5a,train,all,fpb:191fe55eee88ad5a
fpb:1930f0c5b7b56cb5,test,all,fpb:1930f0c5b7b56cb5
fpb:1933497720a8d86c,test,75,fpb:1933497720a8d86c
fpb:193a5ee2d7843066,train,all,fpb:193a5ee2d7843066
fpb:1940efb62b680115,train,all,fpb:1940efb62b680115
fpb:19783cec587f8994,train,all,fpb:19783cec587f8994
fpb:19858d42c771a581,dev,all,fpb:19858d42c771a581
fpb:19a05e446c1d258b,train,all,fpb:19a05e446c1d258b
fpb:19b185531d3fecaf,dev,75,fpb:19b185531d3fecaf
fpb:19b7b334fd792c0a,train,75,fpb:19b7b334fd792c0a
fpb:19c4a71e262c9f1c,train,all,fpb:19c4a71e262c9f1c
fpb:19d575866bca7efa,train,all,fpb:19d575866bca7efa
fpb:19ea73e5e8629fec,train,all,fpb:19ea73e5e8629fec
fpb:19eca4f1fdd8cd21,train,50,fpb:19eca4f1fdd8cd21
fpb:19f0d29ea10b4c7d,test,66,fpb:19f0d29ea10b4c7d
fpb:19fec7999f3ee3b2,test,66,fpb:19fec7999f3ee3b2
fpb:1a0c8e03f98641e8,test,75,fpb:1a0c8e03f98641e8
fpb:1a116aa5db362962,train,50,fpb:1a116aa5db362962
fpb:1a1d58539ff70f6c,test,75,fpb:1a1d58539ff70f6c
fpb:1a2556b61a6b9704,test,all,fpb:1a2556b61a6b9704
fpb:1a29064e404a0c5c,train,all,fpb:1a29064e404a0c5c
fpb:1a2e2313ab7719c6,train,66,fpb:1a2e2313ab7719c6
fpb:1a302ae70bb585db,train,50,fpb:1a302ae70bb585db
fpb:1a43e1332f78d44d,test,75,fpb:1a43e1332f78d44d
fpb:1a4de4316e74377d,train,66,fpb:1a4de4316e74377d
fpb:1a551e5c5ff4d130,test,all,fpb:1a551e5c5ff4d130
fpb:1a75678f9b6649c3,dev,all,fpb:1a75678f9b6649c3
fpb:1a85599a5e6fa893,train,50,fpb:1a85599a5e6fa893
fpb:1a97266869eb9b85,test,50,fpb:1a97266869eb9b85
fpb:1a9de797e1dee8fa,train,75,fpb:1a9de797e1dee8fa
fpb:1a9f7016829011fb,train,all,fpb:1a9f7016829011fb
fpb:1aa3d6ca0b2d7a57,dev,66,fpb:1aa3d6ca0b2d7a57
fpb:1aba88b019c21147,train,66,fpb:1aba88b019c21147
fpb:1ad2d9727c71dc63,dev,all,fpb:1ad2d9727c71dc63
fpb:1ad32842a6175e1f,train,all,fpb:1ad32842a6175e1f
fpb:1ad3cc565550328b,train,75,fpb:1ad3cc565550328b
fpb:1adb97cc453ae9ed,train,all,fpb:1adb97cc453ae9ed
fpb:1ae19aedc083887d,train,75,fpb:1ae19aedc083887d
fpb:1aed46a77777c430,train,75,fpb:1aed46a77777c430
fpb:1af06139f3fa977b,train,66,fpb:1af06139f3fa977b
fpb:1af28e20e799c40b,train,66,fpb:1af28e20e799c40b
fpb:1af8dc8e1974a780,test,all,fpb:1af8dc8e1974a780
fpb:1afa51790f1bacd7,test,all,fpb:1afa51790f1bacd7
fpb:1b00cf2aee1b65c4,train,75,fpb:1b00cf2aee1b65c4
fpb:1b10cc36caccbd83,test,all,fpb:1b10cc36caccbd83
fpb:1b263667cc3b269d,train,all,fpb:1b263667cc3b269d
fpb:1b469b4dee2d610a,train,66,fpb:1b469b4dee2d610a
fpb:1b4e9c64e7c6ade7,train,66,fpb:1b4e9c64e7c6ade7
fpb:1b61330a7e192f9a,train,66,fpb:1b61330a7e192f9a
fpb:1ba76a790936a8d3,test,all,fpb:1ba76a790936a8d3
fpb:1ba862677bcc4bf8,test,all,fpb:1ba862677bcc4bf8
fpb:1bb503530d76f58e,train,75,fpb:1bb503530d76f58e
fpb:1bcde9ea8fbd03f1,train,50,fpb:1bcde9ea8fbd03f1
fpb:1bd3f5130632a1b5,test,66,fpb:1bd3f5130632a1b5
fpb:1bd4c14065c03f9e,train,75,fpb:1bd4c14065c03f9e
fpb:1be5dae658b4b052,train,75,fpb:1be5dae658b4b052
fpb:1be6c3f30269289e,train,75,fpb:1be6c3f30269289e
fpb:1beabe31eac6a858,train,66,fpb:1beabe31eac6a858
fpb:1c0d14b068f4c684,train,all,fpb:1c0d14b068f4c684
fpb:1c2dd7437cca8d9d,train,all,fpb:1c2dd7437cca8d9d
fpb:1c2ed353bbcd5d37,train,all,fpb:1c2ed353bbcd5d37
fpb:1c4c912a92009214,train,all,fpb:1c4c912a92009214
fpb:1c55b025a2ac0a99,train,50,fpb:1c55b025a2ac0a99
fpb:1c65ad5950b30db9,test,all,fpb:1c65ad5950b30db9
fpb:1c6699835d36c828,train,all,fpb:1c6699835d36c828
fpb:1c7ec40667457414,train,66,fpb:1c7ec40667457414
fpb:1c82bdff535ae92d,train,50,fpb:1c82bdff535ae92d
fpb:1c8c488a45f19c02,train,all,fpb:1c8c488a45f19c02
fpb:1c98b6620154eccd,test,75,fpb:1c98b6620154eccd
fpb:1c9c23029dfec204,train,75,fpb:1c9c23029dfec204
fpb:1ca71a3e33a240f7,test,all,fpb:1ca71a3e33a240f7
fpb:1ca8c05ecdfbf25a,train,50,fpb:1ca8c05ecdfbf25a
fpb:1cbdbc109bef16da,train,66,fpb:1cbdbc109bef16da
fpb:1cbdbfcc459c8f15,train,50,fpb:1cbdbfcc459c8f15
fpb:1cc4f4cf8d4055aa,train,50,fpb:1cc4f4cf8d4055aa
fpb:1cd76bdc947c35d5,train,all,fpb:1cd76bdc947c35d5
fpb:1ce995738bddfe6f,test,all,fpb:1ce995738bddfe6f
fpb:1cee0a7bca72dc5d,test,66,fpb:1cee0a7bca72dc5d
fpb:1cf2ab2df4dc3180,dev,66,fpb:1cf2ab2df4dc3180
fpb:1cf51423c4701bd1,train,66,fpb:1cf51423c4701bd1
fpb:1d03121a434e23f5,test,all,fpb:1d03121a434e23f5
fpb:1d0947eb417a2aa0,train,75,fpb:1d0947eb417a2aa0
fpb:1d098fadf0dae859,train,75,fpb:1d098fadf0dae859
fpb:1d33701c7ddc3b44,test,all,fpb:1d33701c7ddc3b44
fpb:1d3ccf91f5943391,train,all,fpb:1d3ccf91f5943391
fpb:1d4648042e4954b6,train,all,fpb:1d4648042e4954b6
fpb:1d4ffb2f5ca75bce,train,66,fpb:1d4ffb2f5ca75bce
fpb:1d5c2a0ca434f739,train,all,fpb:1d5c2a0ca434f739
fpb:1d68662207e86cff,test,50,fpb:1d68662207e86cff
fpb:1d69d597f07d365f,train,all,fpb:1d69d597f07d365f
fpb:1d7091a13ed053f6,test,all,fpb:1d7091a13ed053f6
fpb:1d72274ae5f8d13d,train,all,fpb:1d72274ae5f8d13d
fpb:1d77adb67d826270,train,all,fpb:1d77adb67d826270
fpb:1d7bf9f4b7aefb4e,train,75,fpb:1d7bf9f4b7aefb4e
fpb:1d86bc452e5f77dc,train,75,fpb:1d86bc452e5f77dc
fpb:1da7f1b0adc1f82e,train,75,fpb:1da7f1b0adc1f82e
fpb:1daacc69293337b4,train,all,fpb:1daacc69293337b4
fpb:1dbad93d0ea8734c,train,all,fpb:1dbad93d0ea8734c
fpb:1dbf7e5c1d258600,dev,66,fpb:1dbf7e5c1d258600
fpb:1dbfcc94be8a059f,dev,all,fpb:1dbfcc94be8a059f
fpb:1dc273ff85236571,train,all,fpb:1dc273ff85236571
fpb:1dc5e68728c99c07,test,50,fpb:1dc5e68728c99c07
fpb:1dc9db0d755a17bb,train,all,fpb:1dc9db0d755a17bb
fpb:1dcd1a5020eb2518,train,50,fpb:1dcd1a5020eb2518
fpb:1dd32c70abfa99b1,test,75,fpb:1dd32c70abfa99b1
fpb:1df1d3280e946b30,train,all,fpb:1df1d3280e946b30
fpb:1dff7431941d62f9,dev,50,fpb:1dff7431941d62f9
fpb:1e0bf9d6cd7a47d0,train,66,fpb:1e0bf9d6cd7a47d0
fpb:1e24012d412aadb8,train,66,fpb:1e24012d412aadb8
fpb:1e260e5f5aacba08,train,75,fpb:1e260e5f5aacba08
fpb:1e2f70a08515c5b2,test,75,fpb:1e2f70a08515c5b2
fpb:1e7d78ce98a116e7,train,50,fpb:1e7d78ce98a116e7
fpb:1e83be6a0a8d2377,dev,75,fpb:1e83be6a0a8d2377
fpb:1e8506901ebd2393,train,all,fpb:1e8506901ebd2393
fpb:1e859b6682d8076a,train,all,fpb:1e859b6682d8076a
fpb:1e8ac39acb1e52c1,train,50,fpb:1e8ac39acb1e52c1
fpb:1e8eb81b7bf4092a,test,50,fpb:1e8eb81b7bf4092a
fpb:1e99a99f6e692855,train,75,fpb:1e99a99f6e692855
fpb:1eb80b435e17396c,test,all,fpb:1eb80b435e17396c
fpb:1ec1e3a69e77460d,train,all,fpb:1ec1e3a69e77460d
fpb:1ecac1f353873ec3,train,all,fpb:1ecac1f353873ec3
fpb:1ee06a0506300d8c,test,66,fpb:1ee06a0506300d8c
fpb:1ee52f6c1f599861,train,all,fpb:1ee52f6c1f599861
fpb:1f004106657df10e,test,66,fpb:1f004106657df10e
fpb:1f0c9f94d8cddf7a,train,66,fpb:1f0c9f94d8cddf7a
fpb:1f3056b03da35aac,train,50,fpb:1f3056b03da35aac
fpb:1f357b87011e3069,dev,all,fpb:1f357b87011e3069
fpb:1f47f5e31283baa4,train,all,fpb:1f47f5e31283baa4
fpb:1f5c5f525607ff1e,train,50,fpb:1f5c5f525607ff1e
fpb:1f636c9222d90834,train,75,fpb:1f636c9222d90834
fpb:1f7325077b94c3b5,train,50,fpb:1f7325077b94c3b5
fpb:1fc778215e8520d0,train,all,fpb:1fc778215e8520d0
fpb:1fc8b60c554a0d30,test,50,fpb:1fc8b60c554a0d30
fpb:1fd4653b577f94ee,test,66,fpb:1fd4653b577f94ee
fpb:1fdd2f56437e7520,test,all,fpb:1fdd2f56437e7520
fpb:1fde4c600407104c,train,66,fpb:1fde4c600407104c
fpb:1ff4d63a2c1f2528,test,66,fpb:1ff4d63a2c1f2528
fpb:2007bed9db47e49d,train,all,fpb:2007bed9db47e49d
fpb:201ac0b567edf487,train,all,fpb:201ac0b567edf487
fpb:202ca47e39da68e8,dev,all,fpb:202ca47e39da68e8
fpb:202dc279f6cd760b,train,66,fpb:202dc279f6cd760b
fpb:203de6c413ebfdb2,test,75,fpb:203de6c413ebfdb2
fpb:20409e1c84ec8b4f,test,75,fpb:20409e1c84ec8b4f
fpb:20575e8981b1b236,train,75,fpb:20575e8981b1b236
fpb:20621755ac39931a,train,66,fpb:20621755ac39931a
fpb:20689a69a7bf34cf,test,all,fpb:20689a69a7bf34cf
fpb:206c8eafdeb95aa1,test,all,fpb:206c8eafdeb95aa1
fpb:20798b0edc589df8,train,75,fpb:20798b0edc589df8
fpb:207afe6351e473a9,dev,all,fpb:207afe6351e473a9
fpb:2092666bc201b778,test,75,fpb:2092666bc201b778
fpb:20972e91cd7caa53,test,all,fpb:20972e91cd7caa53
fpb:209e252a7d3ca003,test,75,fpb:209e252a7d3ca003
fpb:20a2214b9a8b755e,train,50,fpb:20a2214b9a8b755e
fpb:20a8fa2b1dd60eac,train,75,fpb:20a8fa2b1dd60eac
fpb:212b2717c417f2b8,test,all,fpb:212b2717c417f2b8
fpb:213318f1065e7b80,train,66,fpb:213318f1065e7b80
fpb:2135f5aa09347386,test,66,fpb:2135f5aa09347386
fpb:21522233811a6979,train,all,fpb:21522233811a6979
fpb:2157df8e7a261c21,test,all,fpb:2157df8e7a261c21
fpb:215bb3ff7ebc4b21,test,75,fpb:215bb3ff7ebc4b21
fpb:215f17f847ecf2ab,test,all,fpb:215f17f847ecf2ab
fpb:217382fbdaa209b5,test,all,fpb:217382fbdaa209b5
fpb:217919455f7b1032,train,75,fpb:217919455f7b1032
fpb:217e0300396b5fed,train,75,fpb:217e0300396b5fed
fpb:21969a8ed6821cc6,train,all,fpb:21969a8ed6821cc6
fpb:21c071feff2b0812,train,all,fpb:21c071feff2b0812
fpb:21cafffe0fed6105,train,all,fpb:21cafffe0fed6105
fpb:21df68395fba0fe7,train,66,fpb:21df68395fba0fe7
fpb:21e157e44e118742,train,50,fpb:21e157e44e118742
fpb:21e3b64232921a82,test,75,fpb:21e3b64232921a82
fpb:21e40b6b19be0595,train,75,fpb:21e40b6b19be0595
fpb:21edc1ea82adea7d,train,50,fpb:21edc1ea82adea7d
fpb:2201f0dedf1bed73,train,all,fpb:2201f0dedf1bed73
fpb:22162e63bb919417,train,75,fpb:22162e63bb919417
fpb:2221af36e4e4e134,test,all,fpb:2221af36e4e4e134
fpb:2222cc2f3151de51,train,75,fpb:2222cc2f3151de51
fpb:22389cb49b772c0b,test,all,fpb:22389cb49b772c0b
fpb:223ce5e1c77e6a61,test,75,fpb:223ce5e1c77e6a61
fpb:224af6daff1df6c4,train,50,fpb:224af6daff1df6c4
fpb:224df4edc83b508e,train,75,fpb:224df4edc83b508e
fpb:2258cc6c66805a5e,train,75,fpb:2258cc6c66805a5e
fpb:22a8d661d74c2a62,test,all,fpb:22a8d661d74c2a62
fpb:22accd7a6ca90c8f,train,all,fpb:22accd7a6ca90c8f
fpb:22ae3cc2aedb6b12,train,all,fpb:22ae3cc2aedb6b12
fpb:22bbb5a9cbacf5a2,train,50,fpb:22bbb5a9cbacf5a2
fpb:22c7d243cfba0905,train,all,fpb:22c7d243cfba0905
fpb:22cc124b72804151,train,66,fpb:22cc124b72804151
fpb:22d54fac306199c7,train,all,fpb:22d54fac306199c7
fpb:22efa953dd7749f3,test,50,fpb:22efa953dd7749f3
fpb:2307e98eb450a444,train,all,fpb:2307e98eb450a444
fpb:2308eb0a4a0d09c2,train,75,fpb:2308eb0a4a0d09c2
fpb:2324cd4be56c791d,train,all,fpb:2324cd4be56c791d
fpb:2337022a751a1254,test,50,fpb:2337022a751a1254
fpb:23455f46f0954a99,train,66,fpb:23455f46f0954a99
fpb:234b304a1be4d193,dev,all,fpb:234b304a1be4d193
fpb:23531fdac79f2752,dev,50,fpb:23531fdac79f2752
fpb:2357944ecc22438a,dev,all,fpb:2357944ecc22438a
fpb:2358d23b8dc9e71c,train,all,fpb:2358d23b8dc9e71c
fpb:23740d37a9b57dd4,train,50,fpb:23740d37a9b57dd4
fpb:237572e2e1cdac60,train,all,fpb:237572e2e1cdac60
fpb:237cfb0cb536221f,dev,all,fpb:237cfb0cb536221f
fpb:2380e84b05c791ec,train,75,fpb:2380e84b05c791ec
fpb:2383a90e1a9f5fdf,train,66,fpb:2383a90e1a9f5fdf
fpb:2387168962dd5b4a,train,75,fpb:2387168962dd5b4a
fpb:238afffa55805340,train,all,fpb:238afffa55805340
fpb:239110205d2b87b2,train,50,fpb:239110205d2b87b2
fpb:239ff61800bedae5,train,all,fpb:239ff61800bedae5
fpb:23aea8ed4b56b673,train,all,fpb:23aea8ed4b56b673
fpb:23b13394f8ecfff7,test,66,fpb:23b13394f8ecfff7
fpb:23b3007414332d68,train,75,fpb:23b3007414332d68
fpb:23c059bd230968c1,train,66,fpb:23c059bd230968c1
fpb:23cf70601e9943c5,train,50,fpb:23cf70601e9943c5
fpb:23de179d66bbaad1,train,66,fpb:23de179d66bbaad1
fpb:240996ca682649c8,train,50,fpb:240996ca682649c8
fpb:24142dd3dc9dec7d,train,66,fpb:24142dd3dc9dec7d
fpb:244860b40d32c3c5,train,all,fpb:244860b40d32c3c5
fpb:2450c1695b56194b,dev,all,fpb:2450c1695b56194b
fpb:2452c68259ec55bd,test,66,fpb:2452c68259ec55bd
fpb:247af776ae3236de,train,all,fpb:247af776ae3236de
fpb:2496f8989f876a40,train,all,fpb:2496f8989f876a40
fpb:2499f970fd80d34a,train,75,fpb:2499f970fd80d34a
fpb:249c41b6b8504ab4,train,66,fpb:249c41b6b8504ab4
fpb:249da8eb42aa60da,test,all,fpb:249da8eb42aa60da
fpb:24a4f511ad804fc5,train,75,fpb:24a4f511ad804fc5
fpb:24a589b15482a32a,train,all,fpb:24a589b15482a32a
fpb:24a8fb092c866555,train,75,fpb:24a8fb092c866555
fpb:24c9261118ea0005,train,66,fpb:24c9261118ea0005
fpb:24ee99e201484561,train,all,fpb:24ee99e201484561
fpb:24fb8611c83aab86,train,all,fpb:24fb8611c83aab86
fpb:2508539ba050c821,test,75,fpb:2508539ba050c821
fpb:250a6cf929fb9b33,test,75,fpb:250a6cf929fb9b33
fpb:250e5c795dbc4deb,train,75,fpb:250e5c795dbc4deb
fpb:25226fd8a0a35bf2,train,75,fpb:25226fd8a0a35bf2
fpb:253e1a63994ccd49,dev,all,fpb:253e1a63994ccd49
fpb:25436324457498b7,train,all,fpb:25436324457498b7
fpb:2544f1db78fa3df5,train,all,fpb:2544f1db78fa3df5
fpb:25500b24d02fb47c,train,75,fpb:25500b24d02fb47c
fpb:2553c771f38b80ab,train,all,fpb:2553c771f38b80ab
fpb:2556eee44ba5dbc3,train,50,fpb:2556eee44ba5dbc3
fpb:25659498669f2c55,train,all,fpb:25659498669f2c55
fpb:2593253d745758b1,test,all,fpb:2593253d745758b1
fpb:259496d4afc127bd,train,75,fpb:259496d4afc127bd
fpb:2599a53d38a48ba7,train,50,fpb:2599a53d38a48ba7
fpb:25adac1f0c35848b,train,all,fpb:25adac1f0c35848b
fpb:25b0a9ab156d6008,train,all,fpb:25b0a9ab156d6008
fpb:25bda2195c426bf4,train,all,fpb:25bda2195c426bf4
fpb:25cc2a875d0d06b8,train,all,fpb:25cc2a875d0d06b8
fpb:25dfe807c2dd216e,dev,75,fpb:25dfe807c2dd216e
fpb:25e133e097bc3c81,train,75,fpb:25e133e097bc3c81
fpb:25e79f20a71182ed,test,66,fpb:25e79f20a71182ed
fpb:25f50821ac7a42fb,test,all,fpb:25f50821ac7a42fb
fpb:2616ed73583bdb95,train,66,fpb:2616ed73583bdb95
fpb:261950cb4efe929e,test,66,fpb:261950cb4efe929e
fpb:262889c6b7ab5271,train,all,fpb:262889c6b7ab5271
fpb:26350d6bc7a34553,test,75,fpb:26350d6bc7a34553
fpb:264c90752dbc0c4d,train,75,fpb:264c90752dbc0c4d
fpb:2651484ec25a2f82,train,all,fpb:2651484ec25a2f82
fpb:266d3e006c72f19b,train,50,fpb:266d3e006c72f19b
fpb:26847dfaa691ec99,train,all,fpb:26847dfaa691ec99
fpb:2686ce2dcbca4126,train,all,fpb:2686ce2dcbca4126
fpb:268be1c65b324717,train,75,fpb:268be1c65b324717
fpb:269b24fa5203e787,train,all,fpb:269b24fa5203e787
fpb:26a0e7025f00eefb,test,75,fpb:26a0e7025f00eefb
fpb:26b24f73914b56e9,test,all,fpb:26b24f73914b56e9
fpb:26b556050be42aa3,train,75,fpb:26b556050be42aa3
fpb:26d26ddb24fcc753,train,all,fpb:26d26ddb24fcc753
fpb:26da9e0ab2b075e0,test,all,fpb:26da9e0ab2b075e0
fpb:26dba87ac8c452f9,train,75,fpb:26dba87ac8c452f9
fpb:26e0473b39e9e6ef,train,all,fpb:26e0473b39e9e6ef
fpb:2716215f5e6ae354,train,50,fpb:2716215f5e6ae354
fpb:272323a7730bdf58,train,all,fpb:272323a7730bdf58
fpb:2738f2576d0ed5c9,train,all,fpb:2738f2576d0ed5c9
fpb:276ea2e16b786cd0,dev,75,fpb:276ea2e16b786cd0
fpb:277d7265dbd6fe96,train,all,fpb:277d7265dbd6fe96
fpb:277e43caa2e6b6ac,train,all,fpb:277e43caa2e6b6ac
fpb:278ac085e3d0dbcc,test,75,fpb:278ac085e3d0dbcc
fpb:278d669594e1ecbf,train,50,fpb:278d669594e1ecbf
fpb:27906320b7ed2d2b,train,all,fpb:27906320b7ed2d2b
fpb:27982bf34cd8ccf6,test,all,fpb:27982bf34cd8ccf6
fpb:2799eeee8c0575cb,dev,all,fpb:2799eeee8c0575cb
fpb:27b663f1033580fb,test,all,fpb:27b663f1033580fb
fpb:27c7b74548049e87,test,all,fpb:27c7b74548049e87
fpb:27c82b2875c2e9dd,train,66,fpb:27c82b2875c2e9dd
fpb:27cce83e7769c405,dev,all,fpb:27cce83e7769c405
fpb:27d4c1c3fc2a0d04,train,75,fpb:27d4c1c3fc2a0d04
fpb:27ed1f2c04e1c442,train,all,fpb:27ed1f2c04e1c442
fpb:2802493facd4ae50,train,all,fpb:2802493facd4ae50
fpb:280c295470ac026d,train,all,fpb:280c295470ac026d
fpb:2826aaad03e6c14a,test,66,fpb:2826aaad03e6c14a
fpb:283fc524df55704c,train,75,fpb:283fc524df55704c
fpb:2842a45136ba6466,train,75,fpb:2842a45136ba6466
fpb:28523b96cd6e69a5,train,50,fpb:28523b96cd6e69a5
fpb:2854a1a8ba883e90,train,50,fpb:2854a1a8ba883e90
fpb:28554d284cf196a2,test,all,fpb:28554d284cf196a2
fpb:28681c450c3b9df5,dev,all,fpb:28681c450c3b9df5
fpb:286dc62b484a77e2,train,all,fpb:286dc62b484a77e2
fpb:2892625d5c80538e,train,75,fpb:2892625d5c80538e
fpb:2898909dcb904b7e,dev,66,fpb:2898909dcb904b7e
fpb:28b1ac50ef2a00d7,test,66,fpb:28b1ac50ef2a00d7
fpb:28b952cc40989ad9,test,75,fpb:28b952cc40989ad9
fpb:28bf444105e5845c,train,75,fpb:28bf444105e5845c
fpb:28c19c4cc03255b1,train,50,fpb:28c19c4cc03255b1
fpb:28c97ba158c84e69,train,50,fpb:28c97ba158c84e69
fpb:28cbb3862a602af5,dev,all,fpb:28cbb3862a602af5
fpb:28d213cd9f8fcef5,train,50,fpb:28d213cd9f8fcef5
fpb:28d8cc77830a5285,train,all,fpb:28d8cc77830a5285
fpb:28f01fd201fb6a99,train,66,fpb:28f01fd201fb6a99
fpb:28f6477a76549f8c,train,all,fpb:28f6477a76549f8c
fpb:28fa47b732a82a58,test,all,fpb:28fa47b732a82a58
fpb:2900b720312f18e3,train,66,fpb:2900b720312f18e3
fpb:290b6b818a10bbf2,train,75,fpb:290b6b818a10bbf2
